Game_Title,Platform,Release_Date,Meta_Score,User_Score
Worldwide Soccer Manager 2005,PC,,89,8.3
Dead Cells,PC,,89,8.0
Yakuza: Like a Dragon,XboxOne,,89,tbd
There is no game : Wrong dimension,PC,,89,8.8
Axiom Verge,WiiU,,89,8.5
Left 4 Dead,Xbox360,,89,7.9
Left 4 Dead,PC,,89,9.1
Left 4 Dead 2,PC,,89,8.4
Titanfall 2,PlayStation4,,89,8.5
F1 2017,PC,,89,7.4
Dark Souls III,PlayStation4,,89,8.8
Devil May Cry 5,PC,,89,8.6
3D Gunstar Heroes,3DS,,89,7.9
Jade Empire,Xbox,,89,8.5
Tony Hawk's Underground,GameCube,,89,7.8
NHL 2K3,Xbox,,89,6.5
NBA 2K3,PlayStation2,,89,7.8
NASCAR Racing 2002 Season,PC,,89,5.4
Phantasy Star Online,Dreamcast,,89,8.4
Resident Evil 2,Nintendo64,,89,8.8
Tekken 2,PlayStation,,89,8.4
Need for Speed: Hot Pursuit,PlayStation3,,89,7.4
F-Zero GX,GameCube,,89,8.7
Mass Effect,PC,2008-05-28,89,8.6
Dark Souls,Xbox360,,89,8.5
NBA Street V3,Xbox,,89,7.9
Need for Speed: Hot Pursuit 2,PlayStation2,,89,8.5
Grand Theft Auto IV: The Ballad of Gay Tony,Xbox360,,89,8.6
The Legend of Zelda: The Minish Cap,GameBoyAdvance,,89,8.9
NCAA Football 2005,Xbox,,89,7.8
NCAA Football 2004,GameCube,,89,6.9
Combat Mission: Barbarossa to Berlin,PC,,89,7.7
NHL 2002,Xbox,,89,6.8
Homeworld: Cataclysm,PC,,89,8.8
Tetris Effect,PlayStation4,,89,7.6
Fez,Xbox360,,89,6.2
Cave Story,Wii,,89,8.7
Dark Souls II: Scholar of the First Sin,XboxOne,,89,7.8
The Walking Dead: Episode 5 - No Time Left,PC,,89,8.8
Guild Wars,PC,,89,8.3
Borderlands 2,PC,,89,8.2
Slay the Spire,PC,,89,7.2
World Soccer Winning Eleven 9,Xbox,,89,7.1
Guitar Hero 5,Wii,,89,7.1
Ace Combat 04: Shattered Skies,PlayStation2,,89,8.7
Max Payne,PC,,89,9.1
3D Streets of Rage II,3DS,,89,7.6
Out of the Park Baseball 15,PC,,89,7.2
MVP Baseball 2004,GameCube,,89,7.2
Tiger Woods PGA Tour 2004,GameCube,,89,7.1
Tom Clancy's Splinter Cell,PlayStation2,,89,7.9
Max Payne,Xbox,,89,8.3
Fire Emblem: Three Houses,Switch,,89,8.7
World in Conflict,PC,,89,8.1
Burnout Revenge,Xbox360,,89,8.3
FIFA Soccer 11,PlayStation3,,89,8.1
Final Fantasy XIV: Stormblood,PlayStation4,,89,8.7
Deus Ex: Human Revolution,PlayStation3,,89,8.3
Stardew Valley,XboxOne,,89,7.8
Castlevania: Dawn of Sorrow,DS,,89,8.5
NBA Street Vol. 2,Xbox,,89,8.0
Sonic Adventure 2,Dreamcast,,89,8.5
NASCAR Racing 4,PC,,89,7.4
Duke Nukem 3D,PC,,89,8.7
L.A. Noire,PlayStation3,2011-05-17,89,7.8
Okami HD,Switch,,89,8.6
Bastion,PlayStation4,,89,7.7
Far Cry,PC,,89,8.0
Nuclear Throne,PC,,89,7.7
Dead Space,Xbox360,,89,8.7
Lone Echo,PC,,89,7.9
FIFA Soccer 12,PC,,89,7.1
Dishonored,PlayStation3,,89,7.9
XCOM: Enemy Unknown,PC,,89,8.2
Mass Effect 3,PC,,89,5.9
Rise of Nations,PC,2003-05-20,89,8.8
Apex Legends,PlayStation4,,89,6.8
Shin Megami Tensei: Persona 3 FES,PlayStation2,,89,7.5
Burnout 2: Point of Impact,GameCube,,89,8.8
World Series Baseball 2K3,Xbox,,89,7.3
NASCAR Racing 2003 Season,PC,,89,7.6
Descent 3,PC,,89,7.7
Resident Evil 2,PlayStation,,89,9.2
The Curse of Monkey Island,PC,,89,9.0
Rez Infinite,PC,,89,7.2
Dark Souls: Artorias of the Abyss,Xbox360,,89,8.7
Metal Gear Solid HD Collection,PlayStation3,,89,8.9
Battlefield 3,PC,,89,7.6
Dead Space 2,PlayStation3,,89,8.6
Battlefield 1942,PC,,89,8.6
Tony Hawk's Pro Skater 1 + 2,PlayStation4,,89,8.9
Dreams,PlayStation4,,89,8.7
Einhander,PlayStation,1998-05-05,89,8.8
Deus Ex: Human Revolution,Xbox360,,89,8.4
The Chronicles of Riddick: Escape From Butcher Bay,Xbox,,89,8.8
The Walking Dead: Episode 5 - No Time Left,Xbox360,,89,8.8
Madden NFL 2003,PC,,89,7.1
WWF No Mercy,Nintendo64,,89,8.5
Gran Turismo 4,PlayStation2,,89,8.7
Dragon Age: Inquisition,PlayStation4,,89,7.4
The Beatles: Rock Band,Xbox360,,89,8.5
Advance Wars 2: Black Hole Rising,GameBoyAdvance,,89,8.8
DiRT 2,PC,,89,8.2
Return of the Obra Dinn,PC,,89,8.2
Lumines,PSP,,89,6.8
L.A. Noire,Xbox360,2011-05-17,89,7.9
Ratchet & Clank Future: Tools of Destruction,PlayStation3,,89,8.8
Peggle,Xbox360,,89,7.9
Tom Clancy's Splinter Cell Double Agent,Xbox,,89,8.2
New Super Mario Bros.,DS,2006-05-15,89,8.5
Silent Hill 2,PlayStation2,,89,9.2
Battlefield 1,PlayStation4,,89,7.9
Metal Gear Solid: Peace Walker,PSP,,89,8.7
Virtua Fighter 5 Online,Xbox360,,89,7.7
"WarioWare, Inc.: Mega Microgame$!",GameBoyAdvance,2003-05-21,89,8.7
The Orange Box,PlayStation3,,89,8.2
NBA 2K2,PlayStation2,,89,8.0
Grandia,PlayStation,,89,7.6
Colors! 3D,3DS,,89,7.5
Destiny: The Taken King,XboxOne,,89,5.3
NBA 2K11,Xbox360,,89,8.3
Horizon Zero Dawn,PlayStation4,,89,8.4
NBA 2K11,PlayStation3,,89,8.0
Injustice 2,XboxOne,2017-05-16,89,8.2
Minecraft: PlayStation 4 Edition,PlayStation4,,89,6.6
Dark Souls,PlayStation3,,89,8.9
Stardew Valley,PC,,89,8.7
Prince of Persia: The Sands of Time,PC,,89,8.5
What Remains of Edith Finch,PC,,89,8.4
Top Spin,Xbox,,89,8.0
ESPN NBA Basketball,PlayStation2,,89,8.4
Tiger Woods PGA Tour 2004,Xbox,,89,7.2
Tom Clancy's Splinter Cell,GameCube,,89,8.1
NHL 2K3,GameCube,,89,6.8
NBA Street,PlayStation2,,89,8.4
Railroad Tycoon II,PC,,89,8.5
Burnout Paradise,Xbox360,,88,7.0
Asgard's Wrath,PC,,88,8.2
Wipeout Pure,PSP,,88,8.0
The Beatles: Rock Band,PlayStation3,,88,8.2
XCOM 2: War of the Chosen,PC,,88,7.9
Fallout 4,XboxOne,,88,6.5
DUSK,PC,,88,8.2
Tiger Woods PGA Tour 2005,PlayStation2,,88,8.2
Microsoft Flight Simulator 2004: A Century of Flight,PC,,88,7.6
NBA Street Vol. 2,GameCube,,88,8.3
Medieval: Total War,PC,,88,8.7
Shenmue II,Dreamcast,,88,9.2
NHL 2001,PlayStation,,88,7.3
Excitebike 64,Nintendo64,,88,8.1
R4: Ridge Racer Type 4,PlayStation,1999-05-01,88,8.6
Shadow Complex,Xbox360,,88,8.7
Spelunky,PlayStationVita,,88,8.0
NBA Street V3,GameCube,,88,7.9
Mafia,PC,,88,9.1
N++,XboxOne,,88,5.5
Call of Duty: Modern Warfare 3,Xbox360,,88,3.5
What Remains of Edith Finch,PlayStation4,,88,8.3
Brothers in Arms: Road to Hill 30,Xbox,,88,8.0
Sekiro: Shadows Die Twice,PC,,88,7.9
Deus Ex: Human Revolution - Director's Cut,WiiU,,88,8.5
Madden NFL 06,PlayStation2,,88,8.1
Dishonored,Xbox360,,88,7.9
LIMBO,PC,,88,8.1
Crusader Kings II: The Old Gods,PC,2013-05-28,88,8.7
Assassin's Creed: Brotherhood,PC,,88,8.2
Crash Team Racing,PlayStation,,88,9.0
DJ Hero 2,Wii,,88,7.6
Pinball FX 2: Marvel Pinball - Avengers Chronicles,Xbox360,,88,7.8
Medal of Honor Frontline,PlayStation2,2002-05-28,88,8.4
Superbike 2001,PC,,88,6.6
Ultimate Fighting Championship,Dreamcast,,88,7.4
Wolfenstein II: The New Colossus,XboxOne,,88,6.5
Mario Kart 8,WiiU,2014-05-30,88,8.8
Super Mario Maker,WiiU,,88,8.7
NHL 11,PlayStation3,,88,7.2
Divinity: Original Sin Enhanced Edition,XboxOne,,88,7.6
Dead Space,PlayStation3,,88,8.8
Tekken 5,PlayStation2,,88,8.6
F.E.A.R.,PC,,88,8.3
Psychonauts,Xbox,,88,8.8
The Binding of Isaac: Rebirth,PlayStation4,,88,7.8
Tony Hawk's Pro Skater 1 + 2,PC,,88,7.3
FIFA 14,XboxOne,,88,5.8
NHL 10,Xbox360,,88,8.3
BioShock 2,Xbox360,,88,8.2
Kerbal Space Program,PC,,88,8.2
Tribes 2,PC,,88,8.3
Age of Empires II: The Conquerors Expansion,PC,,88,9.1
Diddy Kong Racing,Nintendo64,,88,8.5
Star Fox 64,Nintendo64,,88,8.8
NHL 09,Xbox360,,88,8.3
Ori and the Blind Forest: Definitive Edition,XboxOne,,88,8.1
NieR: Automata,PlayStation4,,88,8.9
Meteos,DS,,88,7.4
Zero Escape: Virtue's Last Reward,3DS,,88,8.7
Dishonored 2,XboxOne,,88,7.4
NHL 09,PlayStation3,,88,7.8
Rise of the Tomb Raider: 20 Year Celebration,PlayStation4,,88,8.0
Hyper Light Drifter,Switch,,88,7.8
NHL 10,PlayStation3,,88,8.1
Uncharted: Drake's Fortune,PlayStation3,,88,7.9
Ori and the Will of the Wisps,PC,,88,8.6
The Banner Saga 3,XboxOne,,88,7.4
Tony Hawk's Pro Skater 1 + 2,XboxOne,,88,8.3
Tom Clancy's Rainbow Six Vegas,Xbox360,,88,8.2
Super Street Fighter II Turbo HD Remix,Xbox360,,88,7.7
Tiger Woods PGA Tour 2005,Xbox,,88,7.4
Tiger Woods PGA Tour 2004,PC,,88,7.3
Warcraft III: The Frozen Throne,PC,,88,9.2
Tiger Woods PGA Tour 2003,Xbox,,88,6.9
Tactics Ogre: The Knight of Lodis,GameBoyAdvance,2002-05-11,88,8.8
Starcraft,PC,,88,9.1
Assassin's Creed IV: Black Flag,PlayStation3,,88,8.2
Battlefield: Bad Company 2,PlayStation3,,88,8.5
The Last of Us: Left Behind,PlayStation3,,88,4.5
Far Cry 3,PC,,88,8.3
Tiger Woods PGA Tour 10,Wii,,88,7.7
DOOM Eternal,XboxOne,,88,8.4
Star Wars Pinball: Balance of the Force,Xbox360,,88,6.1
World Soccer Winning Eleven 8 International,PC,,88,7.4
Fight Night Round 2,Xbox,,88,8.2
The Secret of Monkey Island: Special Edition,Xbox360,,88,8.4
Shovel Knight,WiiU,,88,8.4
Rayman Origins,PlayStationVita,,88,8.4
Project Gotham Racing 3,Xbox360,,88,7.9
NBA 2K17,PlayStation4,,88,6.2
Battlefield: Bad Company 2,Xbox360,,88,8.6
The World Ends with You,DS,,88,8.7
Torchlight II,PC,,88,8.5
XCOM 2,PC,,88,7.3
Dishonored 2,PlayStation4,,88,7.9
What Remains of Edith Finch,Switch,,88,7.8
Injustice 2: Legendary Edition,PlayStation4,,88,7.7
Cuphead,PC,,88,8.2
Divinity: Original Sin Enhanced Edition,PlayStation4,,88,8.0
Minecraft: Xbox One Edition,XboxOne,,88,7.1
Guacamelee! Super Turbo Championship Edition,XboxOne,,88,7.0
XCOM: Enemy Within,Xbox360,,88,7.7
NCAA Football 2005,PlayStation2,,88,8.8
ESPN NHL Hockey,Xbox,,88,7.5
NCAA Football 2004,Xbox,,88,7.9
FIFA Soccer 2003,Xbox,,88,7.7
Ratchet & Clank,PlayStation2,,88,8.8
Tiger Woods PGA Tour 2003,PlayStation2,,88,8.4
TimeSplitters 2,GameCube,,88,8.5
JSRF: Jet Set Radio Future,Xbox,,88,8.3
Red Faction,PlayStation2,2001-05-21,88,7.9
Myth II: Soulblighter,PC,,88,8.7
Ninja Gaiden Sigma,PlayStation3,,88,7.7
Fire Emblem Fates: Special Edition,3DS,,88,8.1
Pinball FX 2,Xbox360,,88,8.2
Final Fantasy Tactics: The War of the Lions,PSP,,88,9.1
NHL 11,Xbox360,,88,7.7
Wario Land 4,GameBoyAdvance,,88,8.6
The Elder Scrolls III: Morrowind Game of the Year Edition,Xbox,,88,8.7
WarioWare: Twisted!,GameBoyAdvance,2005-05-23,88,8.7
Halo: The Master Chief Collection - Halo 3,PC,,88,8.1
Pokemon Y,3DS,,88,7.5
Call of Duty: Black Ops,PlayStation3,,88,6.7
Return to Castle Wolfenstein,PC,,88,8.7
Ori and the Blind Forest,XboxOne,,88,8.6
Ori and the Blind Forest: Definitive Edition,PC,,88,8.8
NCAA Football 07,Xbox,,88,6.9
NBA Street,GameCube,,88,6.0
Madden NFL 2002,PlayStation,,88,7.3
Shogo: Mobile Armor Division,PC,,88,8.4
Thirty Flights of Loving,PC,,88,5.0
The Witcher 2: Assassins of Kings,Xbox360,,88,8.4
Hearthstone: Heroes of Warcraft,PC,,88,5.9
Unity of Command II,PC,,88,7.2
Grand Theft Auto: Liberty City Stories,PSP,,88,7.7
The Walking Dead: Episode 3 - Long Road Ahead,Xbox360,,88,8.3
Medieval II: Total War,PC,,88,9.0
Super Mario Maker 2,Switch,,88,8.5
Apex Legends,PC,,88,6.0
Sly 2: Band of Thieves,PlayStation2,,88,9.0
Devil May Cry 5,PlayStation4,,88,8.4
Doom 3,Xbox,,88,8.1
NCAA Football 2005,GameCube,,88,8.1
FIFA Soccer 2003,PlayStation2,,88,6.6
Aggressive Inline,GameCube,,88,8.0
F1 2002,PC,,88,7.4
Tekken: Dark Resurrection,PSP,,88,8.6
The Stanley Parable,PC,,88,8.0
Slay the Spire,PlayStation4,2019-05-21,88,6.7
Guacamelee! Gold Edition,PC,,88,7.4
BioShock 2,PlayStation3,,88,8.2
ESPN NHL 2K5,Xbox,,88,7.9
BioShock 2,PC,,88,8.1
Counter-Strike: Source,PC,,88,8.9
Fire Emblem,GameBoyAdvance,,88,9.1
Fire Emblem Fates: Revelation,3DS,,88,7.5
Sid Meier's Civilization VI,PC,,88,7.0
Battlefield 1,PC,,88,7.1
Starcraft II: Legacy of the Void,PC,,88,8.4
Diablo III,PC,2012-05-15,88,4.1
F1 2020,PC,,88,6.5
Downwell,Switch,,88,7.3
Owlboy,PlayStation4,,88,6.7
Monster Hunter: World,PC,,88,6.7
Fight Night Round 4,PlayStation3,,88,7.6
Diablo III: Eternal Collection,Switch,,88,7.6
Oddworld: Stranger's Wrath,Xbox,,88,8.8
Rise of Nations: Thrones & Patriots,PC,,88,8.8
Sid Meier's Pirates!,PC,,88,8.3
A Short Hike,Switch,,88,8.4
Battlefield: Bad Company 2 Vietnam,PlayStation3,,88,8.2
EVE Online: Special Edition,PC,,88,7.7
SteamWorld Dig 2,Switch,,88,8.6
Call of Duty: Modern Warfare 3,PlayStation3,,88,3.3
FIFA Soccer 11,Xbox360,,88,7.5
Apex Legends,XboxOne,,88,6.8
LittleBigPlanet PS Vita,PlayStationVita,,88,8.5
Armadillo Run,PC,,88,7.7
FIFA Soccer 13,PlayStation3,,88,6.7
Ikaruga,Switch,2018-05-29,88,7.7
World of Warcraft: Legion,PC,,88,7.3
Pillars of Eternity II: Deadfire,PC,2018-05-08,88,7.8
DOOM Eternal,PC,,88,7.7
Art of Balance,Wii,,88,7.5
MVP Baseball 2005,GameCube,,88,7.7
Keep Talking and Nobody Explodes,PlayStation4,,88,7.0
Joe Danger: Special Edition,Xbox360,,88,7.7
Cave Story +,Switch,,88,7.9
Crimson Skies: High Road to Revenge,Xbox,,88,8.8
NASCAR Thunder 2004,PlayStation2,,88,8.5
Burnout 2: Point of Impact,Xbox,2003-05-01,88,5.7
TimeSplitters 2,Xbox,,88,7.6
Dark Age of Camelot,PC,,88,7.8
Baldur's Gate II: Throne of Bhaal,PC,,88,8.8
Counter-Strike,PC,,88,9.2
Owlboy,PC,,88,7.6
The Talos Principle: Deluxe Edition,PlayStation4,,88,8.1
Battlefield: Bad Company 2 Vietnam,Xbox360,,88,8.0
Celeste,PC,,88,8.1
Tony Hawk's Pro Skater 4,PC,,88,8.2
Night in the Woods,PC,,88,7.5
Ori and the Blind Forest,PC,,88,8.7
Need for Speed: Hot Pursuit,Xbox360,,88,7.2
Pistol Whip,PlayStation4,,88,6.8
Ridge Racer,PSP,,88,8.1
Forza Horizon 4,PC,,88,7.8
Fight Night Round 2,PlayStation2,,88,8.8
Nex Machina: Death Machine,PlayStation4,,88,8.1
Nioh,PlayStation4,,88,8.3
Animal Crossing: New Leaf,3DS,,88,8.7
Diablo II,PC,,88,8.8
Kentucky Route Zero: TV Edition,PlayStation4,,88,6.3
Hellblade: Senua's Sacrifice,XboxOne,,88,7.7
The Walking Dead: Episode 5 - No Time Left,PlayStation3,,88,8.7
NBA 2K13,Xbox360,,88,7.2
The Witcher 2: Assassins of Kings,PC,2011-05-17,88,8.5
Tiger Woods PGA Tour 2005,GameCube,,88,tbd
SSX Tricky,Xbox,,88,8.3
Oddworld: Abe's Exoddus,PlayStation,,88,8.8
Plants vs. Zombies,PC,2009-05-05,87,8.9
Rocksmith 2014 Edition,Xbox360,,87,7.5
Burnout Paradise,PlayStation3,,87,7.7
Guacamelee! Super Turbo Championship Edition,PlayStation4,,87,7.7
DOOM 3,PC,,87,7.7
Subnautica,PC,,87,8.5
Frostpunk: Console Edition,PlayStation4,,87,8.0
GRID,PlayStation3,,87,8.0
Stardew Valley,Switch,,87,8.7
Devil May Cry 5,XboxOne,,87,7.6
Super Meat Boy,PC,,87,8.2
Middle-earth: Shadow of Mordor,XboxOne,,87,7.9
Halo 4,Xbox360,,87,7.1
Football Manager 2010,PC,,87,8.8
Final Fantasy XIV: Stormblood,PC,,87,8.2
Bloodborne: The Old Hunters,PlayStation4,,87,9.1
XCOM 2,PlayStation4,,87,7.3
Super Street Fighter II Turbo HD Remix,PlayStation3,,87,7.6
Injustice 2,PlayStation4,2017-05-16,87,8.1
SOCOM II: U.S. Navy SEALs,PlayStation2,,87,8.8
The Witness,PlayStation4,,87,7.2
Monster Hunter: World - Iceborne,PC,,87,7.8
DOOM,XboxOne,2016-05-13,87,8.5
BlazBlue: Calamity Trigger,PlayStation3,,87,8.5
Rallisport Challenge 2,Xbox,2004-05-04,87,8.3
Oddworld: Abe's Oddysee - New 'n' Tasty,PC,,87,7.7
Dead Cells,PlayStation4,,87,7.7
Battlefield 1,XboxOne,,87,7.6
Sid Meier's Civilization VI,PlayStation4,,87,6.8
Midnight Club 3: DUB Edition Remix,Xbox,,87,5.5
Final Fantasy VII Remake,PlayStation4,,87,8.1
Dark Souls III,XboxOne,,87,8.6
Monkey Island 2 Special Edition: LeChuck's Revenge,PlayStation3,,87,8.1
Red Dead Redemption: Undead Nightmare Pack,PlayStation3,,87,8.3
Pokemon White Version,DS,,87,7.7
Dragon Quest IX: Sentinels of the Starry Skies,DS,,87,8.6
Pokemon X,3DS,,87,7.5
RimWorld,PC,,87,8.9
Tom Clancy's Splinter Cell: Pandora Tomorrow,PC,,87,7.8
Baldur's Gate: Dark Alliance,PlayStation2,,87,8.4
Europa Universalis II,PC,,87,8.7
Tony Hawk's Pro Skater 3,PlayStation,,87,8.0
Metropolis Street Racer,Dreamcast,,87,8.8
Power Stone 2,Dreamcast,,87,8.8
Cuphead,Switch,,87,8.3
Burnout Paradise: The Ultimate Box,PC,,87,7.6
FIFA Soccer 09,Xbox360,,87,7.9
Jeanne d'Arc,PSP,,87,8.2
Street Fighter V: Arcade Edition,PlayStation4,,87,6.5
Battlefield: Bad Company 2,PC,,87,8.2
Guacamelee!,PlayStationVita,,87,8.3
FIFA Soccer 09,PlayStation3,,87,7.5
Astral Chain,Switch,,87,8.9
Steins;Gate,PC,,87,8.9
NCAA Football 06,PlayStation2,,87,8.5
GRID (2008),PC,,87,7.9
Night in the Woods,PlayStation4,,87,7.1
DiRT 3,PlayStation3,2011-05-24,87,7.2
Critter Crunch,PlayStation3,,87,7.4
Crypt of the NecroDancer,PC,,87,7.7
La-Mulana,Wii,,87,7.5
Max Payne 3,PlayStation3,2012-05-15,87,7.9
Pokemon Sun,3DS,,87,7.7
Sins of a Solar Empire,PC,,87,8.2
Dragon Ball FighterZ,Switch,,87,7.7
The Walking Dead: Season Two Episode 5 - No Going Back,PlayStation3,,87,8.1
Ikaruga,Xbox360,,87,7.9
Heavy Rain,PlayStation3,,87,7.8
Super Monkey Ball 2,GameCube,,87,8.4
MechWarrior 4: Vengeance,PC,,87,7.6
Thief II: The Metal Age,PC,,87,8.9
Tactics Ogre: Let Us Cling Together,PSP,,87,8.7
Tom Clancy's Splinter Cell Chaos Theory,PlayStation2,,87,8.5
Diablo II: Lord of Destruction,PC,,87,9.1
Monkey Island 2 Special Edition: LeChuck's Revenge,PC,,87,8.8
Half-Life 2: Episode One,PC,,87,8.6
Devil May Cry 3: Special Edition,PlayStation2,,87,9.1
Guacamelee! 2,Switch,,87,8.5
Mass Effect 2: Lair of the Shadow Broker,Xbox360,,87,8.5
DiRT 3,Xbox360,2011-05-24,87,7.0
Enter the Gungeon,Switch,,87,7.9
Syphon Filter: Dark Mirror,PSP,,87,8.8
The Elder Scrolls III: Morrowind,Xbox,,87,8.5
The Swapper,PC,2013-05-30,87,8.6
Baba Is You,PC,,87,8.1
Pokemon SoulSilver Version,DS,,87,9.2
Castlevania: Harmony of Dissonance,GameBoyAdvance,,87,8.0
Dragon Ball FighterZ,PlayStation4,,87,8.0
The Legend of Zelda: Link's Awakening,Switch,,87,8.4
Super Mega Baseball 3,Switch,2020-05-13,87,7.8
Hitman 2: Silent Assassin,PC,,87,8.2
Assassin's Creed Odyssey,XboxOne,,87,6.1
Year Walk,PC,,87,7.0
Batman: Arkham Knight,PlayStation4,,87,7.9
Dead or Alive 3,Xbox,,87,8.6
Jak II,PlayStation2,,87,8.3
Mario Kart 8 DLC Pack 1,WiiU,,87,8.9
Final Fantasy Tactics Advance,GameBoyAdvance,,87,9.1
Kentucky Route Zero: TV Edition,Switch,,87,7.5
NCAA Football 06,Xbox,,87,7.7
Red Dead Redemption: Undead Nightmare Pack,Xbox360,,87,8.5
Max Payne 3,PC,2012-05-31,87,7.7
Marvel's Spider-Man,PlayStation4,,87,8.7
Okami HD,PlayStation4,,87,8.2
Pokemon Moon,3DS,,87,7.7
New Super Mario Bros. Wii,Wii,,87,8.3
Elite Beat Agents,DS,,87,8.5
Beyond Good & Evil,GameCube,,87,8.5
Paper Mario: The Thousand-Year Door,GameCube,,87,9.1
DJ Hero,Wii,,87,7.4
TowerFall Ascension,PC,,87,6.9
Tomb Raider,PlayStation3,,87,8.3
Hollow Knight,PC,,87,9.1
Mario Kart: Double Dash!!,GameCube,,87,8.6
Rayman Legends,PlayStationVita,,87,8.4
Battlefield 3: Armored Kill,PC,,87,7.1
World Series Baseball 2K3,PlayStation2,,87,8.6
Metal Gear Solid 2: Substance,PlayStation2,,87,8.8
Rallisport Challenge,Xbox,,87,7.6
NHL 2002,PC,,87,7.6
Bangai-O,Dreamcast,,87,8.1
Icewind Dale,PC,,87,8.3
Forza Motorsport 6,XboxOne,,87,7.7
Donkey Kong Country Returns,Wii,,87,8.6
Bully,PlayStation2,,87,8.9
Call of Duty: Black Ops,Xbox360,,87,6.6
The Witness,PC,,87,6.9
Fire Emblem Fates: Conquest,3DS,,87,8.1
TowerFall Ascension,PlayStation4,,87,7.0
Tearaway,PlayStationVita,,87,8.9
Skylanders SuperChargers,WiiU,,87,5.7
Rocket League,XboxOne,,87,8.1
Metal Gear Solid: Portable Ops,PSP,,87,8.1
3D Sonic the Hedgehog 2,3DS,,87,8.4
Zack & Wiki: Quest for Barbaros' Treasure,Wii,,87,8.6
Monster Boy and the Cursed Kingdom,PlayStation4,,87,8.0
The Walking Dead: Episode 3 - Long Road Ahead,PlayStation3,,87,7.9
MLB 13: The Show,PlayStation3,,87,7.9
Brothers in Arms: Road to Hill 30,PC,,87,7.3
MechAssault,Xbox,,87,8.0
NFL 2K2,Xbox,,87,9.0
Kohan: Immortal Sovereigns,PC,,87,7.7
FIFA 14,PlayStation4,,87,6.2
Animal Crossing,GameCube,,87,8.8
Hotline Miami,PlayStation3,,87,8.3
BlazBlue: Continuum Shift,PlayStation3,,87,8.1
Fight Night Round 4,Xbox360,,87,8.1
Kentucky Route Zero: TV Edition,XboxOne,,87,6.0
SteamWorld Heist,WiiU,,87,7.9
The Legend of Zelda: Spirit Tracks,DS,,87,8.0
Dead Space 2,PC,,87,8.4
DiRT 2,PlayStation3,,87,8.2
Raw Data,PC,,87,6.6
Disgaea: Afternoon of Darkness,PSP,,87,8.7
Pokemon HeartGold Version,DS,,87,9.1
DOOM Eternal,PlayStation4,,87,8.3
NCAA Football 07,PlayStation2,,87,8.7
Dragon Age: Origins,PlayStation3,,87,8.0
Beyond Good & Evil,Xbox,,87,8.4
Diablo III: Reaper of Souls,PC,,87,6.6
Little King's Story,Wii,,87,8.7
Pro Evolution Soccer 2017,XboxOne,,87,5.9
Pro Evolution Soccer 2016,PlayStation4,,87,7.2
Titanfall 2,XboxOne,,87,8.3
Bionic Commando Rearmed,PlayStation3,,87,7.9
Zero Escape: The Nonary Games,PlayStation4,,87,8.2
NASCAR 2005: Chase for the Cup,PlayStation2,,87,8.3
Metal Gear Solid 2: Substance,Xbox,,87,8.3
NBA 2K3,Xbox,,87,7.9
Shogun: Total War Warlord Edition,PC,,87,8.8
Serious Sam: The First Encounter,PC,,87,8.4
Grand Prix 3,PC,,87,7.2
MVP Baseball 2005,PlayStation2,,87,8.7
Rayman Origins,PlayStation3,,87,8.4
MLB 12: The Show,PlayStation3,,87,7.9
Pokemon Black Version,DS,,87,7.6
Wolfenstein II: The New Colossus,PlayStation4,,87,7.3
Axiom Verge,Switch,,87,8.5
Call of Duty: United Offensive,PC,,87,8.2
Odin Sphere Leifthrasir,PlayStation4,,87,8.2
Wipeout HD,PlayStation3,,87,8.2
Huntdown,XboxOne,2020-05-12,87,5.4
Legends of Runeterra,PC,,87,6.8
Divinity: Original Sin,PC,,87,8.7
Unavowed,PC,,87,7.9
Company of Heroes: Opposing Fronts,PC,,87,8.6
3D Out Run,3DS,,87,8.1
Katamari Damacy REROLL,Switch,,87,8.4
Destiny 2,XboxOne,,87,4.4
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,Xbox360,,87,7.4
Owlboy,Switch,,87,7.4
Psychonauts,PC,,87,8.8
DiRT 2,Xbox360,,87,8.1
Gears of War,PC,,87,7.7
Rayman Origins,Xbox360,,87,8.2
Sin & Punishment: Star Successor,Wii,,87,8.5
Forza Horizon 3: Blizzard Mountain,XboxOne,,87,7.6
Out of the Park Baseball 4,PC,,87,6.9
Super Monkey Ball,GameCube,,87,8.1
Velocity,PSP,2012-05-01,87,7.6
F1 2019,PC,,87,7.2
Pinball FX 2: Star Wars Pinball,Xbox360,,87,6.4
Spelunky,Xbox360,,87,7.3
Dark Souls II: Scholar of the First Sin,PlayStation4,,87,7.9
Resistance 2,PlayStation3,,87,6.2
INSIDE,PC,,87,8.5
flower,PlayStation3,,87,8.5
Europa Universalis IV,PC,,87,8.7
Diablo III,Xbox360,,87,6.7
Persona 4 Golden,PC,,87,8.8
Velocity 2X,Switch,,87,8.0
Sonic Mania Plus,PlayStation4,,87,7.6
XCOM 2,XboxOne,,87,7.6
NBA 2K16,PlayStation4,,87,6.7
Pikmin 3,WiiU,,87,8.7
Sunless Skies,PC,,87,6.9
Total War: WARHAMMER II,PC,,87,7.9
NHL 2004,PC,,87,7.5
SSX Tricky,GameCube,,87,8.5
Zeus: Master of Olympus,PC,,87,8.7
Driver,PlayStation,,87,8.0
Fight Night Round 2,GameCube,,87,8.2
